// 2012 HSK/Level 1
爱	ai4
你会用中文问路吗?	ni3 hui4 yong4 Zhong1wen2 wen4 lu4 ma5	Can you ask the way in Chinese? 
你会说中文吗?	ni3 hui4shuo1 Zhong1wen2 ma5	Do you speak Chinese? 
你会骑马吗?	ni3 hui4 qi2 ma3 ma5	Can you ride a horse? 
我只会在洗澡的时候唱歌。	wo3 zhi3 hui4 zai4 xi3zao3 de5 shi2hou5 chang4ge1。	I'm able to sing only in the shower. 
你在这里住了几年了?	ni3 zai4 zhe4li5 zhu4 le5 ji3 nian2 le5	How long have you been living here? 
我家有一只小白猫。	wo3jia1 you3 yi1 zhi3 xiao3 bai2 mao1。	We keep a white kitten at home. 
今天太冷了, 别去游泳吧!	jin1tian1 tai4 leng3 le5, bie2 qu4 you2yong3 ba5	It's too cold today. Don't go swimming, OK? 
今天是你的生日, 你来分生日蛋糕。	jin1tian1 shi4 ni3 de5 sheng1ri4, ni3 lai2 fen1 sheng1ri4 dan4gao1。	Today's your birthday, come and cut your birthday cake. 
今天的课你听懂没有?	jin1tian1 de5 ke4 ni3 ting1dong3 mei2you3	Do you understand today's lesson? 
今天是你的生日, 我送你一件小礼物。	jin1tian1 shi4 ni3 de5 sheng1ri4, wo3 song4 ni3 yi1 jian4 xiao3 li3wu4。	Today's your birthday. I'll give you a little gift. 
你今天晚上打算做什么?	ni3 jin1tian1 wan3shang5  da3suan4 zuo4 shen2me5	What do you plan to do this evening? 
今天晚上	jin1tian1 wan3shang5 	this evening 
你今天觉得怎么样?	ni3 jin1tian1 jue2de5 zen3me5yang4	How are you feeling today? 
开开门!	kai1 kai1men2	Open the door, please! 
别开玩笑了!	bie2 kai1 wan2xiao4 le5	Stop kidding! 
他喜欢跟别人开玩笑,  有时候太过分了。	ta1 xi3huan5 gen1 bie2ren5 kai1 wan2xiao4, you3shi2hou5 tai4 guo4fen4 le5。	He likes to play jokes on people, sometimes he would go too far. 
请把门关上, 空调开着呢。	qing3 ba3men2 guan1shang5, kong1tiao2 kai1 zhe5ne5。	Please shut the door. The AC is on. 
你想看哪些书?	ni3 xiang3 kan4 na3xie1 shu1	Which books do you want to read? 
我这里有一些书, 你看看还有没有用。	wo3 zhe4li5 you3 yi1xie1 shu1, ni3 kan4kan5 hai2 you3 mei2you3 yong4。	I have a few books here. Have a look to see if they are still useful. 
什么? 要一千块钱? 太贵了!	shen2me5 yao4 yi1qian1 kuai4 qian2 tai4 gui4 le5	What? One thousand dollars? It's too expensive. 
明天上课的时候, 把词典带来。	ming2tian1 shang4 ke4 de5 shi2hou5, ba3 ci2dian3 dai4lai5。	Please bring your dictionary with you when you come to class tomorrow. 
等一下, 我马上就来。	deng3 yi2xia4, wo3 ma3shang4 jiu4 lai2。	Wait a minute, I'll come soon. 
你昨天为什么没有来上课?	ni3 zuo2tian1 wei4shen2me5 mei2you3 lai2 shang4 ke4	Why didn't you come to school yesterday? 
快, 公共汽车来了!	kuai4, gong1gong4 qi4che1 lai2 le5	Quick, the bus is coming! 
我们来做游戏!	wo3men5 lai2 zuo4 you2xi4	Let's play a game! 
进来吧, 我们在等你呢!	jin4lai5 ba5, wo3men5 zai4 deng3 ni3 ne5	Please come in. We've been waiting for you. 
你先生近来忙吗?	ni3 xian1sheng5 jin4lai2 mang2 ma5	Is your husband busy these days? 
没关系, 我来想办法。	mei2 guan1xi5, wo3 lai2 xiang3 ban4fa3。	It's OK. I'll think of a way. 
来, 坐到我旁边来。	lai2, zuo4dao4 wo3 pang2bian1 lai2。	Come and sit by my side. 
说真的, 我从来没有喜欢过他。	shuo1 zhen1 de5, wo3 cong2lai2 mei2you3 xi3huan5 guo4 ta1。	To tell the truth, I never liked him very much. 
你万一生病了, 谁来照顾你呢？	ni3 wan4yi1 sheng1 bing4 le5, shui2 lai2 zhao4gu5 ni3 ne5	Who would care for you in case you are sick? 
来, 坐在我旁边。	lai2, zuo4 zai4 wo3 pang2bian1。	Come and sit beside me! 
拿一把椅子来, 跟我们坐在一起。	na2 yi1 ba3 yi3zi5 lai2, gen1 wo3men5 zuo4 zai4 yi4qi3。	Fetch a chair and join us. 
这次考试太难了!	zhe4ci4 kao3shi4 tai4 nan2 le5	This test was really difficult! 
我想睡觉了, 这些作业明天再做吧。	wo3 xiang3 shui4jiao4 le5, zhe4xie1 zuo4ye4 ming2tian1 zai4 zuo4 ba5。	I want to go to bed. I'll do these assignments tomorrow. 
我的红铅笔哪里去了?	wo3 de5 hong2 qian1bi3 na3li5 qu4le5	Where's my red pencil? 
出问题了!	chu1 wen4ti2 le5	Something's gone wrong! 
她已经三十五岁了, 还没有结婚。	ta1 yi3jing1 san1shi2wu3 sui4 le5, hai2 mei2you3 jie2hun1。	She is already thirty-five years old and is not married yet. 
你怎么又迟到了?	ni3 zen3me5 you4 chi2dao4 le5	Why are you late again? 
怎么了, 她怎么哭了?	zen3me5le5, ta1 zen3me5 ku1 le5	What happened? Why is she crying? 
你昨天晚上去哪里了?	ni3 zuo2tian1 wan3shang5  qu4 na3li5 le5	Where were you yesterday evening? 
谢谢, 我饱了。	xie4xie5, wo3 bao3 le5。	Thank you. I'm full. 
“我可以走了吗?”“可以。”	“ wo3 ke3yi3 zou3 le5 ma5”“ ke3yi3。”	“May I leave now?” “Yes, you may.” 
她买了一只新手机。	ta1 mai3 le5 yi1 zhi3 xin1 shou3ji1。	She bought a new cell phone. 
你住在哪里?	ni3 zhu4 zai4 na3li5	Where do you live? 
请问, 女洗手间在哪里?	qing3wen4, nü3 xi3shou3jian1 zai4 na3li5	Excuse me, where is the women's toilet? 
请问, 洗手间在哪里?	qing3wen4, xi3shou3jian1 zai4 na3li5	Excuse me, where's the washroom? 
“你住在哪里?”“我住在学校附近。”	“ ni3 zhu4 zai4 na3li5”“ wo3 zhu4 zai4 xue2xiao4 fu4jin4。”	“Where do you live?” “I live near the school.” 
他在房间里休息。	ta1 zai4 fang2jian1 li3 xiu1xi5。	He's taking a rest in the room. 
这里有五公斤苹果, 我送给你。	zhe4li5 you3 wu3 gong1jin1 ping2guo3, wo3 song4gei3 ni3。	Here are five kilograms of apples, my gift to you. 
你口渴吗? 这里有水。	ni3 kou3ke3 ma5 zhe4li5 you3 shui3。	Are you thirsty? Here's some water. 
房间里有些人站着, 有些人坐着。	fang2jian1 li3 you3xie1 ren2 zhan4zhe5, you3xie1 ren2 zuo4 zhe5。	In the room some people are standing, and others are seated. 
房间里没有人。	fang2jian1 li3 mei2you3 ren2。	There is nobody in the room. 
教室里没有人。	jiao4shi4 li3 mei2you3 ren2。	There is nobody in the classroom. 
星期六我们去爬山吧!	Xing1qi1liu4 wo3men5 qu4 pa2shan1 ba5	Let's go mountain climbing this Saturday. 
我可以参加中文班吗?	wo3 ke3yi3 can1jia1 Zhong1wen2 ban1 ma5	May I join the Chinese class? 
我可以用一下你的铅笔吗?	wo3 ke3yi3 yong4 yi2xia4 ni3 de5 qian1bi3 ma5	May I use your pencil for a while? 
我可以请您跳舞吗?	wo3 ke3yi3 qing3 nin2 tiao4wu3 ma5	May I have a dance with you? 
我可以用一下你的自行车吗?	wo3 ke3yi3 yong4 yi2xia4 ni3 de5 zi4xing2che1 ma5	May I use your bicycle? 
你经常运动吗?	ni3 jing1chang2 yun4dong5 ma5	Do you exercise often? 
“你去过中国没有?”“还没有。”	“ ni3 qu4 guo4 Zhong1guo2 mei2you3”“ hai2 mei2you3。”	“Have you ever been to China?” “Not yet.” 
“你有什么需要, 可以跟我说。”“谢谢, 没有什么需要。”	“ ni3 you3 shen2me5 xu1yao4, ke3yi3 gen1 wo3 shuo1。”“ xie4xie5, mei2you3 shen2me5 xu1yao4。”	“If there's anything you need, let me know.” “Thank you, but there's nothing I need.” 
那位先生是谁?	na4wei4 xian1sheng5 shi4 shui2	Who is that gentleman? 
喂, 你的票呢?	wei4, ni3 de5 piao4 ne5	Hey, where's your ticket? 
你着急有什么用呢? 慢慢想办法吧。	ni3 zhao2ji2 you3 shen2me5 yong4 ne5 man4man4 xiang3 ban4fa3 ba5。	What's the use of being worried? Let's think of a plan. 
有可能	you3 ke3neng2	(im)possible, (im)possibly 
你什么时候去中国?	ni3 shen2me5 shi2hou5 qu4 Zhong1guo2	When are you going to China? 
你什么时候可以做完作业?	ni3 shen2me5 shi2hou5 ke3yi3 zuo4wan2 zuo4ye4	When can you finish your homework? 
你住在什么地方?	ni3 zhu4 zai4 shen2me5 di4fang5	Where do you live? 
你在忙什么?	ni3 zai4 mang2 shen2me5	What are you busy with? 
你找谁?	ni3 zhao3 shui2	Who are you looking for? 
你是谁?	ni3 shi4 shui2	Who're you? 
你最近身体怎么样?	ni3 zui4jin4 shen1ti3 zen3me5yang4	How's your health been recently? 
“你最喜欢什么颜色?”“蓝颜色。”	“ ni3 zui4 xi3huan5 shen2me5 yan2se5”“ lan2 yan2se5。”	“What's your favorite color?” “Blue.” 
你笑什么?	ni3 xiao4 shen2me5	What are you laughing at? 
你要什么?	ni3 yao4 shen2me5	What do you want? 
你觉得我这件新衣服怎么样?	ni3 jue2de5 wo3 zhe4 jian4 xin1 yi1fu5 zen3me5yang4	What do you think of my new dress? 
你说得慢, 我就听得懂。	ni3 shuo1de5 man4, wo3 jiu4 ting1de2dong3。	If you speak slowly, I can understand you. 
你姓什么？（→ 您贵姓？）	ni3 xing4 shen2me5 nin2 gui4xing4	What is your family name? 
笑一笑, 十年少。	xiao4yi1xiao4, shi2 nian2shao4。	Laugh and you'll be ten years younger. (→ Laughter is the best medicine.) 
请坐	qing3zuo4	Sit down, please! 
请进	qing3jin4	Please come in! (or Please go in!) 
请问, 去火车站怎么走?	qing3wen4, qu4huo3 che1zhan4 zen3me5 zou3	Excuse me, could you show me the way to the railway station? 
我为人人, 人人为我。	wo3 wei2ren2 ren2, ren2ren2 wei4wo3。	I work for everybody as everybody works for me. (→ One for all and all for one.) 
她再三要求, 才让她参加了考试。	ta1 zai4san1 yao1qiu2, cai2 rang4 ta1 can1jia1 le5 kao3shi4。	It was only after her repeated requests that she was allowed to sit for the examination. 
马上送医院!	ma3shang4 song4 yi1yuan4	Take him to the hospital rightnow! 
老太太, 您找谁?	lao3 tai4tai5, nin2 zhao3 shui2	Who are you looking for, ma'am? 
他生什么病?	ta1 sheng1 shen2me5 bing4	What is he ill with? (→ What's wrong with him?) 
他说什么?	ta1 shuo1 shen2me5	What did he say? 
这是什么?	zhe4 shi4 shen2me5	What's this? 
张先生/太太/小姐	zhang1 xian1sheng5 tai4tai5 xiao3jie3	Mr/Mrs/Miss Zhang 
试试/试一下	shi4shi4 shi4 yi2xia4	have a try 
过马路, 一定要小心。	guo4 ma3lu4, yi2ding4 yao4 xiao3xin1。	You must be very careful when crossing the street. 
别着急, 慢慢地走。	bie2 zhao2ji2, man4man4 di4 zou3。	Don't be impatient. Walk slowly. 
他爱说话。	ta1 ai4 shuo1hua4。	He likes to talk. 
你爱来不来。	ni3 ai4 lai2 bu4 lai2。	I don't care if you come or not. 
我热爱我的工作。	wo3 re4ai4 wo3 de5 gong1zuo4。	I really love my work. 
你有什么爱好?	ni3 you3 shen2me5 ai4hao3	What's your hobby? 
你爱她吗?	ni3 ai4 ta1 ma5	Do you love her? 
我从小就不爱吃水果。	wo3 cong2xiao3 jiu4 bu4 ai4 chi1 shui3guo3。	I've never liked fruit since childhood. 
爱上	ai4shang5	fall in love 
他爱上了我的妹妹。	ta1 ai4shang5 le5 wo3 de5 mei4mei5。	He fell in love with my younger sister. 
这孩子真可爱。	zhe4 hai2zi5 zhen1 ke3ai4。	What a lovely child. 
我开始爱上她了。	wo3 kai1shi3 ai4shang5 ta1 le5。	I came to love her. 
他爱上了我妹妹。	ta1 ai4shang5 le5 wo3 mei4mei5。	He has a crush on my younger sister. 
我爱吃甜的。	wo3 ai4 chi1 tian2 de5。	I have a sweet tooth. 
你爱怎么想就怎么想。	ni3 ai4 zen3me5 xiang3 jiu4 zen3me5 xiang3。	You can think what you like. 
七上八下	qi1shang4-ba1xia4	confused 
一百一十八	yi1bai3yi1 shi2ba1	one hundred eighteen 
四十有八年	si4shi2 you3 ba1 nian2	48 years 
七大八小	qi1da4ba1xiao3	of unequal size 
下个月他就十八岁了。	xia4 ge4 yue4 ta1jiu4 shi2ba1 sui4 le5。	He's going to be eighteen next month. 
我的飞机八点半起飞。	wo3 de5 fei1ji1 ba1 dian3 ban4 qi3fei1。	My plane leaves at eight thirty. 
早上八点开始上课。	zao3shang5 ba1 dian3 kai1shi3 shang4 ke4。	School starts at eight a.m. 
爸爸是医生, 妈妈也是医生。	ba4ba5 shi4 yi1sheng1, ma1ma5 ye3shi4 yi1sheng1。	My father is a doctor, and so is my mother. 
我爸爸已经不在了。	wo3 ba4ba5 yi3jing1 bu4zai4le5。	My father has passed away. 
我爸爸不在家。	wo3 ba4ba5 bu4 zai4jia1。	My dad is away. 
把杯子放在桌子上。	ba3 bei1zi5 fang4 zai4 zhuo1zi5 shang4。	Put the cup on the table. 
我在北京住。	wo3 zai4 Bei3jing1 zhu4。	I live in Beijing. 
我是北京人。	wo3 shi4 Bei3jing1ren2。	I come from Beijing. 
才有两本书	cai2 you3 liang3 ben3 shu1	There are only two books. 
这本书能借我看看吗?	zhe4 ben3 shu1 neng2 jie4 wo3 kan4kan5 ma5	Can you lend me the book? 
那本书卖多少钱?	na4 ben3 shu1 mai4 duo1shao5 qian2	How much is that book? 
这本书不卖。	zhe4 ben3 shu1 bu4 mai4。	This book isn't for sale. 
动物本能	dong4wu4 ben3neng2	animal instinct 
这门课我们用一本新的中文课本。	zhe4 men2 ke4 wo3men5 yong4 yi1 ben3 xin1 de5 Zhong1wen2 ke4ben3。	We're adopting a new Chinese textbook for this course. 
我只拿到一本。	wo3 zhi3 na2dao4 yi1 ben3。	I simply got one copy. 
因为有人要求,所以图书馆买了这本书。	yin1wei4 you3ren2 yao1qiu2, suo3yi3 tu2shu1guan3 mai3 le5 zhe4 ben3 shu1。	The library acquired this book by request. 
这本书是她的。	zhe4 ben3 shu1 shi4 ta1 de5。	This book is hers. 
这本书是我的还是你的?	zhe4 ben3 shu1 shi4 wo3 de5 hai2shi5 ni3 de5	Is this book mine or yours? 
这本书你看完了吗?	zhe4 ben3 shu1 ni3 kan4wan2 le5 ma5	Are you through with this book? 
这本书是你的吗?	zhe4 ben3 shu1 shi4 ni3 de5 ma5	Is this book yours? 
我们经过日本去中国。	wo3men5 jing1guo4 Ri4ben3 qu4 Zhong1guo2。	We went to China by way of Japan. 
你觉得我们的汉语课本怎么样?	ni3 jue2de5 wo3men5 de5 Han4yu3 ke4ben3 zen3me5yang4	What do you think of our Chinese language textbook? 
我本来应该跟他一起去。	wo3 ben3lai2 ying1gai1 gen1 ta1 yi4qi3 qu4。	I was supposed to go with him. 
看起来不会下雨了。	kan4qi5lai5 bu4hui4 xia4 yu3 le5。	It appears that it won't rain. 
这回他不会再回来了。	zhe4 hui2 ta1 bu4hui4 zai4 hui2lai5 le5。	This time, he left for good. 
我跟他不再有来往了。	wo3 gen1 ta1 bu4zai4 you3 lai2wang5 le5。	I no longer have any contact with him. 
我不再听新闻了。	wo3 bu4zai4 ting1 xin1wen2 le5。	I stopped listening to the news. 
我们每人点一个菜。	wo3men5 mei3ren2 dian3 yi1 ge4 cai4。	Let's each choose a dish. 
你跟服务员点菜了吗?	ni3 gen1 fu2wu4yuan2 dian3 cai4 le5 ma5	Have you given the waiter your order? 
老人很能吃。	lao3ren2 hen3 neng2chi1。	The old man has an excellent appetite 
这里有多种小吃。	zhe4li5 you3 duo1zhong3 xiao3chi1。	There are many snacks here. 
再吃一点儿。	zai4 chi1 yi4dian3r5。	Eat some more. 
你吃了吗?	ni3 chi1 le5 ma5	Have you eaten? 
有什么吃什么。	you3 shen2me5 chi1 shen2me5。	Eat whatever there is. 
这鱼还能吃吗?	zhe4 yu2 hai2 neng2chi1 ma5	Is this fish still edible? 
吃干净!	chi1 gan1jing4	Eat up everything! 
他到哪儿都吃得开。	ta1 dao4 na3r5 dou1 chi1de5kai1。	He is popular everywhere. 
现在有钱才吃得开。	xian4zai4 you3qian2 cai2 chi1de5kai1。	Now being rich brings power and influence. 
他好了, 现在吃得了。	ta1 hao3le5, xian4zai4 chi1de5 le5。	He's well again and can eat now. 
吃得了	chi1de5 le5	can eat 
别小口小口地吃东西,大口吃。	bie2 xiao3kou3 xiao3kou3 di4 chi1 dong1xi5, da4 kou3chi1。	Don't just peck at your food. Eat it. 
他说话口吃。	ta1 shuo1hua4 kou3chi1。	He has an impediment in his speech. 
你想吃什么甜点?	ni3 xiang3 chi1 shen2me5 tian2dian3	What will you have for dessert? 
他吃得太多了,吃坏了。	ta1 chi1de5 tai4 duo1 le5, chi1 huai4 le5。	He's sick from overeating. 
米快吃完了。	mi3 kuai4 chi1wan2 le5。	We are low on rice. 
今天面包会吃完?	jin1tian1 mian4bao1 hui4 chi1wan2	We'll run out of bread today. 
面包吃完了。	mian4bao1 chi1wan2 le5。	The bread has run out. 
把米饭吃完。	ba3 mi3fan4 chi1wan2。	Eat up your rice. 
我只吃得下一小碗米饭。	wo3 zhi3 chi1de5xia4 yi1xiao3 wan3 mi3fan4。	I can only manage one small bowl of rice. 
有很多吃的。	you3 hen3 duo1 chi1 de5。	There's plenty of food. 
让马出去吃草。	rang4 ma3 chu1qu5 chi1cao3。	Let the horses out to graze. 
明天给我打电话。	ming2tian1 gei3 wo3 da3 dian4hua4。	Call me tomorrow. 
你可以打电话找我。	ni3 ke3yi3 da3 dian4hua4 zhao3 wo3。	You can reach me by phone. 
你什么时候都可以给我打电话。	ni3 shen2me5 shi2hou5 dou1 ke3yi3 gei3 wo3 da3 dian4hua4。	You can phone me whenever. 
你多大了?	ni3 duo1 da4 le5	How old are you? 
请把空调开大些。	qing3 ba3 kong1tiao2 kai1 da4xie5。	Please turn up the air-conditioning. 
他“喂喂”地大叫。	ta1“ wei4 wei4” di4 da4 jiao4。	He hollered “hello.” 
张大嘴。	zhang1da4 zui3。	Open your mouth wide. 
船就要开了,请大家上船。	chuan2 jiu4yao4 kai1le5, qing3 da4jia1 shang4 chuan2。	All aboard! The ship is about to cast anchor. 
大家对我都很好。	da4jia1 dui4 wo3 dou1 hen3 hao3。	Everyone is very nice to me. 
她在找一个有大把钱的丈夫。	ta1 zai4 zhao3 yi1 ge4 you3 da4ba3 qian2 de5 zhang4fu5。	She's looking for a husband with oodles of money. 
这些孩子是奶奶爷爷带大的。	zhe4xie1 hai2zi5 shi4 nai3nai5 ye2ye5 dai4da4 de5。	These children were raised by their grandparents. 
差一刻九点。	cha1 yi1 ke4 jiu3 dian3。	It's a quarter to nine. 
现在差不多十点了。	xian4zai4 cha4bu5duo1 shi2 dian3 le5。	It's almost 10 o'clock now. 
几点了	ji3dian3le5	What time is it? 
到点了。	dao4dian3 le5。	Time is up. 
我六点以前得回家。	wo3 liu4 dian3 yi3qian2 de5 hui2jia1。	I have to return home by 6 o'clock. 
你觉得好一点儿了吗?	ni3 jue2de5 hao3 yi4dian3r5 le5 ma5	Do you feel any better? 
我觉得那一点儿都不好笑。	wo3 jue2de5 na4 yi4dian3r5 dou1 bu4 hao3xiao4。	I don't think that's at all funny. 
这个甜点太甜了。	zhe4ge5 tian2dian3 tai4 tian2 le5。	The dessert is too sweet. 
会议下午两点开始。	hui4yi4 xia4wu3 liang3 dian3 kai1shi3。	The meeting starts at two pm. 
商店七点开门。	shang1dian4 qi1 dian3 kai1men2。	All shops open at seven. 
关于这一点我要向你说清楚。	guan1yu2 zhe4 yi1dian3 wo3 yao4 xiang4 ni3 shuo1 qing1chu5。	I want to be quite clear on this point. 
你要说的要点是什么?	ni3 yao4shuo1 de5 yao4dian3 shi4 shen2me5	What's the major point you want to make? 
除了电脑, 他对什么都不感兴趣。	chu2le5 dian4nao3, ta1 dui4 shen2me5 dou1 bu4 gan3 xing4qu4。	Apart from computers, he's not interested in anything. 
我想借用一下你的电脑, 好吗?	wo3 xiang3 jie4yong4 yi2xia4 ni3 de5 dian4nao3, hao3 ma5	May I use your computer for a while? 
电脑是办公室的。	dian4nao3 shi4 ban4gong1shi4 de5。	The computer belongs to the office. 
电脑又坏了。	dian4nao3 you4 huai4 le5。	The computer is playing up again. 
教我用电脑吧。	jiao4 wo3 yong4 dian4nao3 ba5。	Show me how to use the computer. 
今天电视有什么好节目?	jin1tian1 dian4shi4 you3 shen2me5 hao3 jie2mu4	Are there any good programs on TV today? 
我的电视坏了。	wo3 de5 dian4shi4 huai4 le5。	My TV is broken. 
我不想去看电影。	wo3 bu4xiang3 qu4 kan4 dian4ying3。	I don't want to go and see the movie. 
这个电影真好看。	zhe4ge5 dian4ying3 zhen1 hao3kan4。	The film is very interesting. 
今天的电影不要票。	jin1tian1 de5 dian4ying3 bu2yao4 piao4。	Today's movie is free. 
你看了那个新电影了吗?	ni3 kan4 le5 na4ge5 xin1 dian4ying3 le5 ma5	Have you seen that new movie? 
电影真好看。	dian4ying3 zhen1 hao3kan4。	The film is really wonderful. 
那个电影不好看。	na4ge5 dian4ying3 bu4 hao3kan4。	That is a bad movie. 
我看过那个电影了。	wo3 kan4 guo4 na4ge5 dian4ying3 le5。	I've seen that movie before. 
这是我看过的最好的电影。	zhe4 shi4 wo3 kan4 guo4 de5 zui4hao3 de5 dian4ying3。	This is the best movie I've ever seen. 
我们后来去看了电影。	wo3men5 hou4 lai2qu4 kan4 le5 dian4ying3。	We went to a movie next. 
你多久看一次电影?	ni3 duo1 jiu3 kan4 yi1ci4 dian4ying3	How often do you go to the movies? 
今天晚上去看电影怎么样?	jin1tian1 wan3shang5  qu4 kan4 dian4ying3 zen3me5yang4	What do you think of going to the movies tonight? 
真不是东西!	zhen1 bu2shi5 dong1xi5	What a contemptible creature! 
这个人不是好东西。	zhe4 ge4ren2 bu2shi5 hao3dong1xi5。	This guy is a nasty piece of work. 
你是不是少了东西?	ni3 shi4bu5shi4 shao3le5 dong1xi5	Are you missing something? 
来, 我给你看一样东西。	lai2, wo3 gei3 ni3 kan4 yi2yang4 dong1xi5。	Come, I'll show you something. 
那东西买得不错。	na4 dong1xi5 mai3 de5 bu2cuo4。	That was a good buy. 
你不能把那个东西带上飞机。	ni3 bu4neng2 ba3 na4ge5 dong1xi5 dai4shang5 fei1ji1。	You can't carry that on the plane. 
这东西叫什么?	zhe4 dong1xi5 jiao4 shen2me5	What's this called? 
让我看看你包里的东西。	rang4 wo3 kan4kan5 ni3 bao1 li3 de5 dong1xi5。	Let me see the contents of your bag. 
去买东西	qu4 mai3 dong1xi5	Go shopping 
把你的东西放在这个房间里。	ba3 ni3 de5 dong1xi5 fang4 zai4 zhe4ge5 fang2jian1 li3。	Put your stuff in this room. 
我们都做好了解决这个问题的准备。	wo3men5 dou1 zuo4hao3 le5 jie3jue2 zhe4ge5 wen4ti2 de5 zhun3bei4。	We're all geared up to tackle the problem. 
这家商店什么都卖。	zhe4 jia1 shang1dian4 shen2me5 dou1 mai4。	This store sells all sorts of goods. 
你知道什么都告诉我。	ni3 zhi1dao5 shen2me5 dou1 gao4su5 wo3。	Tell me what you know. 
他是个什么书都看的人。	ta1 shi4 ge4 shen2me5 shu1 dou1 kan4 de5 ren2。	He's an omnivorous reader. 
他什么都自己做。	ta1 shen2me5 dou1 zi4ji3 zuo4。	He does everything himself. 
读第一段。	du2 di4-yi1 duan4。	Read paragraph one. 
对不起, 让你久等了。	dui4bu5qi3, rang4 ni3 jiu3deng3 le5。	Sorry to have kept you waiting. 
对不起,我迟到了。	dui4bu5qi3, wo3 chi2dao4 le5。	I'm sorry to be late. 
人口买卖越来越多。	ren2kou3 mai3mai5 yue4lai2yue4 duo1。	The traffic in human beings is increasing. 
他的汉语讲得比我好多了。	ta1 de5 Han4yu3 jiang3 de5 bi3 wo3 hao3 duo1 le5。	He speaks far better Chinese than I do. 
你胖多了。	ni3 pang4 duo1 le5。	You've gained too much weight. 
这门课要求做很多作业。	zhe4 men2 ke4 yao1qiu2 zuo4 hen3 duo1 zuo4ye4。	This course requires a lot of homework. 
你应该多喝水。	ni3 ying1gai1 duo1 he1shui3。	You should drink more fluids. 
你今天完成了多少?	ni3 jin1tian1 wan2cheng2 le5 duo1shao5	How much did you accomplish today? 
你有多少钱?	ni3 you3 duo1shao5 qian2	How much dough do you have? 
这个多少钱?	zhe4ge5 duo1shao5 qian2	How much does this cost? 
你出多少钱,我就出多少钱。	ni3 chu1 duo1shao5 qian2, wo3 jiu4 chu1 duo1shao5 qian2。	I'll match you dollar for dollar. 
比分是多少?	bi3fen1 shi4 duo1shao5	What's the score? 
我把很多时间花在图书馆里。	wo3 ba3 hen3 duo1 shi2jian1 hua1 zai4 tu2shu1guan3 li3。	I spend many hours in the library. 
需要更多的老师。	xu1yao4 geng4duo1 de5 lao3shi1。	There's a need for more teachers. 
他开口要更多的钱。	ta1 kai1kou3 yao4 geng4duo1 de5 qian2。	He's asking for still more money. 
这里到图书馆有多远?	zhe4li5 dao4 tu2shu1guan3 you3 duo1yuan3	How far is it to the library? 
他有很多钱。	ta1 you3 hen3 duo1 qian2。	He has a lot of money. 
我出了很多错。	wo3 chu1 le5 hen3 duo1 cuo4。	I've made an awful lot of mistakes. 
你的船有多长?	ni3 de5 chuan2 you3 duo1 zhang3	How long is your boat? 
我们有很多问题。	wo3men5 you3 hen3 duo1 wen4ti2。	Our problems are legion. 
你有多高?	ni3 you3 duo1 gao1	What's your height? 
多少钱一个?	duo1shao5 qian2 yi1 ge4	How much is it for one? 
儿子离家出走了。	er2zi5 li2jia1chu1zou3 le5。	The son ran away from home. 
一百一十二	yi1bai3yi1 shi2er4	one hundred twelve 
他向来都是说一不二。	ta1 xiang4lai2 dou1 shi4 shuo1 yi1 bu4 er4。	He always means what he says. 
二七	Er4 Qi1 	second seventh-day memorial 
二十好几年	er4shi2 hao3 ji3 nian2	20-odd years 
十二的二是个位。	shi2er4 de5 er4 shi4 ge4wei4。	The two in twelve is the (last) digit. 
二来	er4lai2	secondly 
一差二错	yi1cha1-er4cuo4	one or two mistakes 
请接二二一房间。	qing3 jie1 er4 er4 yi1 fang2jian1。	Please put me through to room 221. 
我的房间在二楼。	wo3 de5 fang2jian1 zai4 er4lou2。	My room is on the second floor. 
飞机十点起飞。	fei1ji1 shi2 dian3 qi3fei1。	The plane takes off at ten. 
飞机已经到了。	fei1ji1 yi3jing1 dao4liao3。	The plane is in already. 
要等一个小时飞机才会起飞。	yao4 deng3 yi1 ge4 xiao3shi2 fei1ji1 cai2 hui4 qi3fei1。	There will be an hour's wait before the plane takes off. 
会议休息十分钟。	hui4yi4 xiu1xi5 shi2 fen1zhong1。	The meeting adjourned for a ten-minute recess. 
我们休息十分钟吧。	wo3men5 xiu1xi5 shi2 fen1zhong1 ba5。	Let's take a ten-minute break. 
只需要一分钟我就好了。	zhi3 xu1yao4 yi1 fen1zhong1 wo3 jiu4 hao3le5。	I'll be ready in just a minute. 
你能给我几分钟吗?	ni3 neng2 gei3 wo3 ji3 fen1zhong1 ma5	Can you spare me a couple of minutes? 
从办公室到我家走路十分钟。	cong2 ban4gong1shi4 dao4 wo3jia1 zou3lu4 shi2 fen1zhong1。	My office is a ten-minute walk from my home. 
高兴得了不得	gao1xing4 de2le5 bu5de5	extremely happy 
他一脸的不高兴。	ta1 yi1 lian3 de5 bu4 gao1xing4。	He is unhappy all over the face. 
我不喜欢这个,也不喜欢那个。	wo3 bu4 xi3huan5 zhe4ge5, ye3 bu4 xi3huan5 na4ge5。	I don't like this one, and I don't like that one either. 
你要哪个?	ni3 yao4 na3ge5	Which one would you pick? 
你喜欢哪个?	ni3 xi3huan5 na3ge5	Which do you prefer? 
你喜欢哪个就拿哪个。	ni3 xi3huan5 na3ge5 jiu4 na2 na3ge5。	You can take whichever one you like. 
